route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
71470,OVREGIOY,681,Urk - Emmeloord - Kampen,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=G681
71399,BRAVO:CXX,20,Veldhoven MMC - Airport - Best Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L020
75949,RET,602,Buurtbus Albrandswaard,,3,,,
75950,RET,603,Buurtbus Barendrecht,,3,,,
71499,BRENG,66,Westervoort Station - Centerpoort Nieuwgraaf,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=A066
73393,RET,34,Melanchtonweg - Park Zestienhoven,,3,,,
31665,GVB,463,Gelderlandplein - Bolestein,,3,c7332c,ffffff,http://www.gvb.nl/lijn/bus/463
76320,RET,C,Lijn C,,1,e32119,ffffff,
76318,WPD,Veer,Veerdienst Holwerd-Ameland,,4,,,http://www.wpd.nl/ameland/dienstregeling/
76311,QBUZZ,11,Hoofdstation - Europapark - Euvelgunne,,3,c34141,ffffff,http://qbuzz.nl/gd/lijn/g511
71500,BRENG,82,Millingen - Nijmegen CS,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=X082
76312,QBUZZ,16,Europapark - Kardinge,,3,ff9900,000000,http://qbuzz.nl/gd/lijn/g516
76153,ARR,9511,"Kolderwolde - Balk, Harich Rotonde",,3,,,
76154,ARR,9522,"Elahuizen - Balk, Harich Rotonde",,3,,,
76155,ARR,9532,"Oudega - Balk, Harich Rotonde",,3,,,
76156,ARR,9571,"Ruigahuizen - Balk, Harich Rotonde",,3,,,
76157,ARR,9581,"Sloten - Balk, Harich Rotonde",,3,,,
76158,ARR,9591,"Wijckel, Kerk - Balk, Harich Rotonde",,3,,,
76159,ARR,9601,"Tjerkgaast - Balk, Harich Rotonde",,3,,,
76325,SYNTUS:UT,58,Hilversum - Zeist via Maartensdijk,,3,,,
76324,UOV,60,Utrecht CS - Nieuwegein,,0,e98300,000000,http://u-ov.info/lijn/u060
71474,OVREGIOY,674,Staphorst - Lichtmis - Kampen,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=Y082
76512,FF,WSF,Vlissingen - Breskens,,4,,,
71501,OVREGIOY,164,Swifterbant - Lelystad via Runderweg,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=F164
71502,OVREGIOY,163,Lelystad - Dronten,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=F163
71503,OVREGIOY,160,Almere - Zeewolde,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=F160
71476,CXX,663,Goudswaard-Lombardijen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z663
76323,RET,283,Kralingse Zoom - Zuidplein,,3,,,
71477,CXX,662,Zuid-Beijerland-Oud-Beijerland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z662
71478,CXX,664,Oud-Beijerland - Numansdorp Viaduct A29,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z664
71479,CXX,667,Strijen-Oud-Beijerland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z667
71480,CXX,666,Maasdam-Oud-Beijerland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z666
71481,CXX,669,Willemstad-Oud-Beijerland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z669
71482,CXX,668,'s-Gravendeel-Oud-Beijerland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z668
53837,ARR,33,Sittard via Geleen en Beek / Stein - Sittard.,,3,,,
53838,ARR,32,Sittard via Stein / Beek en Geleen - Sittard.,,3,,,
77571,IFF:ABRN,Snelbus i.p.v. trein,Snelbus i.p.v. trein Arnhem Centraal <-> Emmerich,,3,,,
77572,IFF:ABRN,Snelbus i.p.v. trein,Snelbus i.p.v. trein Arnhem Centraal <-> Zevenaar,,3,,,
77573,IFF:BN,Bus,Bus Enschede <-> Hengelo,,3,,,
77574,IFF:EB,Sprinter,RB 61 Hengelo <-> Bad Bentheim,,2,,,
54176,BRAVO:ARR,3,Kortendijk - Kroeven,,3,,,
54177,BRAVO:ARR,4,Station - WVS,,3,,,
77575,IFF:NMBS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Liege-Guillemins <-> Maastricht,,3,,,
77576,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Alkmaar <-> Heerhugowaard,,3,,,
77577,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Alkmaar <-> Schagen,,3,,,
77578,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Anna Paulowna <-> Den Helder,,3,,,
77579,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Amsterdam Centraal <-> Schiphol Airport,,3,,,
77580,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Amsterdam Centraal <-> Zaandam,,3,,,
77581,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Baarn <-> Den Dolder,,3,,,
77582,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Beverwijk <-> Santpoort Noord,,3,,,
77583,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Enkhuizen <-> Hoogkarspel,,3,,,
54179,BRAVO:ARR,132,Breda via Baarle-Nassau - Tilburg,,3,,,
77584,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Den Helder <-> Schagen,,3,,,
76160,ARR,7451,"Marrum, Prov. weg - Ferwert, Prov. weg",,3,,,
76161,ARR,9421,"Workum, Hearewei - Workum, Station",,3,,,
77585,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Hoofddorp <-> Weesp,,3,,,
77586,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Amsterdam RAI <-> Weesp,,3,,,
77587,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Schiphol Airport <-> Weesp,,3,,,
77588,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Schiphol Airport <-> Zaandam,,3,,,
75952,RET,D,D lijn,,1,34b4e4,000000,
54180,BRAVO:ARR,325,Breda - Oosterhout,,3,,,
76162,ARR,9431,"Hindeloopen, Hoek - Workum, Station",,3,,,
76163,ARR,9441,"Koudum, Centrum - Workum, Station",,3,,,
73379,QBUZZ,39,Koekange - Meppel,,3,,,http://qbuzz.nl/gd/lijn/d039
73380,QBUZZ,75,Stadskanaal - Emmen,,3,,,http://qbuzz.nl/gd/lijn/d075
54181,BRAVO:ARR,326,Breda via Oosterhout - Geertruidenberg,,3,,,
73387,QBUZZ,637,Zoutkamp - Groningen,,3,,,http://qbuzz.nl/gd/lijn/g637
73385,QBUZZ,77,Gieten - Bareveld,,3,,,http://qbuzz.nl/gd/lijn/g077
73386,QBUZZ,18,P+R Hoogkerk - Groningen Zernike,,3,99c200,000000,http://qbuzz.nl/gd/lijn/g518
76326,SYNTUS:UT,59,Hilversum - Zeist via Lage Vuursche,,3,,,
76327,SYNTUS:UT,123,Uithoorn - Woerden - Oudewater,,3,,,
76328,SYNTUS:UT,272,Baarn - Utrecht Rijnsweerd Noord,,3,,,
76164,ARR,9545,"Hemelum, Flinkeboskje - Balk, Harich Rotonde",,3,,,
76329,SYNTUS:UT,298,Woudenberg - USP - Rijnsweerd,,3,,,
76330,SYNTUS:UT,381,Zeist - Austerlitz - Driebergen-Zeist,,3,,,
54182,BRAVO:ARR,327,Breda via Oosterhout - Tilburg,,3,,,
74196,BRENG,71,Eerbeek - Rozendaal,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=A071
74195,BRENG,70,Giesbeek - Rozendaal,,3,,,http://www.breng.nl/dienstregeling/lijn?ID=A070
71511,OVREGIOY,679,"Scholierenlijn,  Meppel - Vollenhove",,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=Y679
71520,OVREGIOY,77,Emmeloord - Lemmer,,3,,,http://www.ovregioijsselmond.nl/dienstregeling/lijn?ID=Y077
71510,CXX,19,Hulst - Breda,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z019
71664,CXX,391,Amsterdam CS - Zaandijk Zaanse Schans,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N391
71666,CXX,394,Amsterdam CS - Zaandam Station,,3,e00000,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=N394
71668,CXX,N92,Amsterdam Leidseplein - Zaandam Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N292
71669,CXX,59,Beverwijk Station - Zaandam Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N059
71672,CXX,69,Krommenie - Zaandam Station - Kalf,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N069
77367,IFF:BN,Stoptrein,Hengelo <-> Oldenzaal ST39700,,2,,,
77368,IFF:NMBS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Essen (B) <-> Roosendaal,,3,,,
77589,IFF:NS,Intercity direct,Amsterdam Centraal <-> Brussel-Zuid/Midi HSN9600,,2,,,
77590,IFF:NS,Intercity,Den Helder <-> Schagen,,2,,,
77370,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Almere Oostvaarders <-> Weesp,,3,,,
77371,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Almere Centrum <-> Weesp,,3,,,
75954,ARR,21,Leiden Centraal via Boerenburg - Noordwijk,,3,,,
75953,ARR,3,Station - Goverwelle,,3,,,
74942,ARR,95,Heerenveen via Joure - Leeuwarden,,3,,,
77372,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Alphen a/d Rijn <-> Gouda,,3,,,
74941,ARR,75,Harlingen - Franeker,,3,,,
74956,ARR,108,Wolvega - Scherpenzeel v.v.,,3,,,
74953,ARR,101,Grootegast via Buitenpost - Kootstertille,,3,,,
77373,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Driehuis <-> Santpoort Noord,,3,,,
77374,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Gouda <-> Gouda Goverwelle,,3,,,
77375,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Gouda <-> Zoetermeer Oost,,3,,,
73400,QBUZZ,139,Surhuisterveen - Groningen,,3,,,http://qbuzz.nl/gd/lijn/g139
77377,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Rotterdam Centraal <-> Woerden,,3,,,
77378,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Almere Centrum <-> Amsterdam Centraal,,3,,,
77379,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Almere Oostvaarders <-> Weesp,,3,,,
77380,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Amsterdam Centraal <-> Lelystad Centrum,,3,,,
74943,ARR,102,Makkum - Hindeloopen,,3,,,
74954,ARR,104,Tijnje via Gorredijk - Allardsoog,,3,,,
74955,ARR,107,Oldeberkoop - Appelscha,,3,,,
77381,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Enschede <-> Hengelo,,3,,,
76348,SYNTUS:UT,5,Woerden - Montfoort,,3,,,
74950,ARR,593,Sneek - Leeuwarden,,3,,,
74949,ARR,575,Franeker - Witmarsum,,3,,,
74947,ARR,552,Dokkum - Oostmahorn,,3,,,
74951,ARR,655,Lauwersoog - Leeuwarden,,3,,,
74946,ARR,10,Busstation - Bilgaard v.v.,,3,,,
74957,ARR,516,Wolvega - Oosterwolde,,3,,,
77382,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Den Haag Centraal <-> Woerden,,3,,,
77383,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Den Haag HS <-> Rotterdam Centraal,,3,,,
77384,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Lelystad Centrum <-> Schiphol Airport,,3,,,
76518,RET,183,Zuidplein - Kralingse Zoom,,3,,,
76822,CXX,N80,Amsterdam Centrum - Beverwijk Station,,3,ffcc00,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N286
71700,CXX,9,"Terneuzen, Busstation - DOW",,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z009
63734,CXX,397,Nieuw Vennep - Amsterdam Elandsgracht via Airport,,3,ffcc00,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=M397
66385,CXX,195,Schiphol P30 - A'dam Lelylaan via Badhoevedorp,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M195
66387,CXX,185,Schiphol Airport - Justitieel Complex,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M185
66392,CXX,108,St.Maartensdijk - Bergen op Zoom,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V108
66393,CXX,107,St.Maartensdijk - Bergen op Zoom,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V107
52505,CXX,2,Spaarnwoude Station - Haarlem Delftplein,,3,00ccff,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N002
1338,CXX,104,Hilversum - Nieuw Loosdrecht,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F104
74948,ARR,573,Stiens - Oudebildtzijl v.v.,,3,,,
74945,ARR,160,Dokkum - Holwerd,,3,,,
1339,CXX,105,Bussum - Hilversum,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=F105
7170,CXX,1,Oostburg - Terneuzen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z001
21400,CXX,6,Terneuzen - Zelzate,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z006
33055,ARR,18,Busstation - Vrijheidswijk,,3,,,
75961,ARR,382,Waddinxveen via Zoetermeer A12 - Den Haag Centraal,,3,,,
77591,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Amersfoort Centraal <-> Hilversum,,3,,,
77592,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Amsterdam Centraal <-> Schiphol Airport,,3,,,
77593,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Amsterdam Centraal <-> Utrecht Centraal,,3,,,
75962,ARR,383,Rotterdam - Den Haag Centraal,,3,,,
74965,ARR,725,Stolwijk via Berkenwoude - Lekkerkerk,,3,,,
75958,ARR,247,Alphen aan den Rijn - Uithoorn,,3,,,
74963,ARR,723,Roelofarendsveen - Lisse,,3,,,
74967,ARR,727,Ter Aar via Woubrugge - Ter Aar.,,3,,,
74962,ARR,722,Bodegraven - Alphen aan den Rijn,,3,,,
74964,ARR,724,Bodegraven via Woerden - Bodegraven.,,3,,,
74966,ARR,726,Gouda via Reeuwijk - Gouda.,,3,,,
74968,ARR,728,Boskoop via Boskoop Oost - Boskoop.,,3,,,
77385,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Lelystad Centrum <-> Weesp,,3,,,
77386,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Woerden <-> Zoetermeer Oost,,3,,,
77594,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Gouda <-> Rotterdam Centraal,,3,,,
76357,RET,B,B lijn,,1,ffdd00,000000,
75960,ARR,278,Bodegraven via Broekvelden - Gouda,,3,,,
75963,ARR,384,Waddinxveen via Moerkapelle - Den Haag Centraal,,3,,,
71296,EBS,50,Zoetermeer - Rijswijk,,3,,,
75955,ARR,37,Leiden Centraal via Rijnsburg - Katwijk,,3,,,
75956,ARR,38,Leiden Centraal via Valkenburg - Katwijk,,3,,,
75959,ARR,256,Leiden Centraal - Weteringbrug,,3,,,
75965,ARR,621,Leiden Centraal - Bio Science Park,,3,,,
75957,ARR,230,Leiden Centraal - Katwijk ESA ESTEC,,3,,,
75964,ARR,386,Gouda via Moerkapelle - Den Haag Centraal,,3,,,
71297,EBS,53,Rijswijk - 't Haantje - Delft,,3,,,
39072,ARR,641,Lienden - Culemborg,,3,,,
41740,ARR,28,Heerenveen via Grou - Leeuwarden,,3,,,
71298,EBS,284,Delfgauw - Pijnacker - Den Haag Ypenburg,,3,,,
73403,QBUZZ,640,Appingedam - Woldendorp,,3,,,http://qbuzz.nl/gd/lijn/g640
73401,QBUZZ,617,Scheemda - Woldendorp,,3,,,http://qbuzz.nl/gd/lijn/g617
73404,QBUZZ,641,Spijk - Woldendorp,,3,,,http://qbuzz.nl/gd/lijn/g641
73405,QBUZZ,678,Siddeburen - Woldendorp,,3,,,http://qbuzz.nl/gd/lijn/g678
71300,EBS,42,Wassenaar - Voorschoten,,3,,,
74661,OVERAL,612,Hoorn Station - Hem - Hoogkarspel - Bovenkarspel,,3,ff99ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=H612
74662,OVERAL,655,Medemblik Station - Kreileroord - Wieringerwerf,,3,0000ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=H655
73418,GVB,5,Amstelveen Stadshart - Jordaan,,0,,,http://www.gvb.nl/lijn/tram/5
75992,UOV,56,Wijk bij Duurstede - Zeist - Amersfoort,,3,ffe600,000000,http://u-ov.info/lijn/u056
76400,CXX,199,Schiphol  P30 - Amstelveen,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M199
73417,GVB,3,Flevopark - Westergasfabriek,,0,,,http://www.gvb.nl/lijn/tram/3
75990,UOV,35,Driebergen-Zeist - Science Park - Lunetten,,3,ffe600,000000,http://u-ov.info/lijn/u035
75994,UOV,64,Vianen Lekbrug - De Biezen,,3,ffe600,000000,http://u-ov.info/lijn/u064
75998,GVB,48,Centraal Station - Houthavens,,3,,,http://www.gvb.nl/lijn/bus/48
73425,UOV,27,Zuilen - Science Park,,3,ffe600,000000,http://u-ov.info/lijn/u027
73421,ARR,648,Zaltbommel - Tiel,,3,,,
73422,ARR,660,Asperen - Leerdam,,3,,,
76001,QBUZZ,7,Sterrenburg - Dordrecht CS - Dordtse Kil,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m007
75972,BRAVO:ARR,216,Prinsenbeek - Etten-Leur,,3,,,
77388,ARR,612,Doetinchem Station - Sportpark Zuid,,3,,,
75975,BRAVO:ARR,220,Klein Zundert via Achtmaal - Roosendaal,,3,,,
77392,ARR,697,Stokkum - Ulft,,3,,,
77395,HTM,19,Lijn 19 Delft Noord - Leidschendam leidsenhage,,0,,,https://www.htm.nl/reisinformatie/tram-19
75971,BRAVO:ARR,215,Grauwe Polder via Centrum - Leur,,3,,,
77390,ARR,651,Vorden - Doetinchem,,3,,,
75977,BRAVO:ARR,223,Almkerk - Waalwijk,,3,,,
77387,ARR,80,Zutphen - Vorden,,3,,,
75983,BRAVO:ARR,229,Almkerk via Raamsdonksveer - 's Gravenmoer,,3,,,
75986,BRAVO:ARR,400,Oosterhout - Utrecht,,3,,,
75981,BRAVO:ARR,227,Hank via Wijk en Aalburg - Waalwijk,,3,,,
75978,BRAVO:ARR,224,Drimmelen via Made - Oosterhout,,3,,,
75969,BRAVO:ARR,211,Nispen via Roosendaal - Oudenbosch,,3,,,
75974,BRAVO:ARR,219,Zevenbergen - Etten-Leur,,3,,,
75976,BRAVO:ARR,221,Almkerk via Giessen en Sleeuwijk - Almkerk,,3,,,
75970,BRAVO:ARR,214,Anna Jacobapolder - Steenbergen,,3,,,
75982,BRAVO:ARR,228,Almkerk - Wijk en Aalburg Kromme Nol,,3,,,
77399,BRAVO:ARR,230,Rijen via Oosterhout - 's Gravenmoer,,3,,,
75999,GVB,61,Station Sloterdijk - Osdorpplein Noord,,3,,,http://www.gvb.nl/lijn/bus/61
77397,BRAVO:ARR,204,Best - Schijndel,,3,,,
75984,BRAVO:ARR,233,Waalwijk - Wijk en Aalburg Kromme Nol,,3,,,
73423,RET,668,Schoolritten,,3,,,
76002,QBUZZ,10,Dordrecht CS - Binnenstad,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m010
75996,UOV,73,Maarssen - Utrecht CS - Zeist,,3,ef5597,ffffff,http://u-ov.info/lijn/u073
75995,UOV,65,Utrecht CS - Vianen,,3,ffe600,000000,http://u-ov.info/lijn/u065
75991,UOV,43,Houten - Driebergen-Zeist,,3,ffe600,000000,http://u-ov.info/lijn/u043
75987,BRAVO:ARR,401,Breda - Utrecht,,3,,,
77393,BRAVO:ARR,324,Breda - Oosterhout,,3,,,
77398,BRAVO:ARR,207,'s-Hertogenbosch - Cromvoirt,,3,,,
77391,ARR,656,Doetinchem - Apeldoorn,,3,,,
77389,ARR,623,Doetinchem Station - Graafschap College,,3,,,
76396,BRAVO:CXX,408,High Tech Campus - Eindhoven Station,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=L408
76399,CXX,198,Schiphol Airport  - Aalsmeer,,3,0059ff,ffffff,http://www.connexxion.nl/dienstregeling/lijn?ID=M198
77400,BRAVO:ARR,231,Waalwijk via 's-Gravenmoer - Rijen,,3,,,
75979,BRAVO:ARR,225,Zundert - Etten-Leur,,3,,,
75985,BRAVO:ARR,213,Oud Gastel via Steenbergen - Wouw,,3,,,
75973,BRAVO:ARR,218,Zevenbergschen Hoek - Zevenbergen,,3,,,
77396,BRAVO:ARR,203,Liempde - 's-Hertogenbosch,,3,,,
75968,BRAVO:ARR,210,Klundert - Oudenbosch,,3,,,
75967,BRAVO:ARR,200,Dinteloord via Heijningen - Fijnaart,,3,,,
77394,HTM,2,Lijn 2 Kraaijenstein - Leidschendam Leidsenhage,,0,,,https://www.htm.nl/reisinformatie/tram-2
75980,BRAVO:ARR,226,Buurstede via Den Hout - Centrum,,3,,,
76005,QBUZZ,74,Gorinchem - Nieuw-Lekkerland via Groot-Ammers,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m074
76003,QBUZZ,1,Gorinchem Gildenwijk/Haarwijk - Station,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m011
76004,QBUZZ,22,Avondlijn Station Zwijndrecht - Nederhoven,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m022
76010,QBUZZ,192,Rotterdam Zuidplein - H.I. Ambacht - Dordrecht,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m192
76006,QBUZZ,80,Gorinchem - Meerkerk - Vianen,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m080
76008,QBUZZ,93,Dordrecht - Nieuw-Lekkerland,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m093
76009,QBUZZ,191,Sliedrecht - Rotterdam Zuidplein,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m191
73452,QBUZZ,21,Ridderkerk - Zwijndrecht,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m021
73451,QBUZZ,6,Gorinchem Station - Avelingen,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m016
73450,QBUZZ,5,Gorinchem Lingewijk - Beatrixziekenhuis,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m015
77412,BRAVO:ARR,293,Hilvarenbeek via Diessen - Bladel,,3,,,
77408,BRAVO:ARR,255,Boxmeer - Venray,,3,,,
76007,QBUZZ,92,Rotterdam Zuidplein - H.I. Ambacht - Dordrecht,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m092
76011,QBUZZ,416,Dordrecht - Alblasserdam,,3,e00000,ffffff,http://qbuzz.nl/gd/lijn/m416
77416,BRAVO:ARR,299,Oirschot - Sint Michielsgestel,,3,,,
77413,BRAVO:ARR,294,Oss via Ravenstein - Dieden,,3,,,
77407,BRAVO:ARR,254,Schaijk - Uden,,3,,,
77409,BRAVO:ARR,262,Maren Kessel - Oss,,3,,,
77404,BRAVO:ARR,250,Bokhoven - 's-Hertogenbosch CS,,3,,,
77410,BRAVO:ARR,289,Hilvarenbeek via Moergestel - Oisterwijk,,3,,,
76977,IFF:NOORD,Sneltrein,Groningen <-> Leeuwarden S37300,,2,,,
77411,BRAVO:ARR,292,Sint Anthonis - Boxmeer,,3,,,
77415,BRAVO:ARR,296,Oss - Megen,,3,,,
77406,BRAVO:ARR,253,Boerdonk - Veghel,,3,,,
77414,BRAVO:ARR,295,Hilvarenbeek - Goirle,,3,,,
77405,BRAVO:ARR,251,Rosmalen - Uden,,3,,,
77596,KEOLIS,9,Hengelo - Enschede,,3,,,
77597,KEOLIS,879,TVV Zwolle - Enschede,,3,,,
77598,KEOLIS,516,Olst - Raalte,,3,,,
76413,CXX,618,Halsteren - St.Maartensdijk,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V618
76410,CXX,N94,Amsterdam Leidseplein - Zaandam - Krommenie/Westz.,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N294
76414,CXX,619,St.Annaland - Tholen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V619
73689,CXX,7,Haarlem Stat. - Spaarne College - Haarlem Stat.,,3,ffcc00,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N007
73691,CXX,209,Bergen op Zoom - St.Annaland,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=V209
76407,CXX,63,Zaandam Station - Assendelft,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=N063
76404,CXX,9,Vogelenzang Dorp - Bennebroek,,3,ffff00,000000,http://www.connexxion.nl/dienstregeling/lijn?ID=N009
76419,CXX,163,Oud-Beijerland - Rotterdam Lombardijen,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z163
77599,KEOLIS,517,Deventer - Heeten,,3,,,
77600,KEOLIS,518,Lemelerveld - Luttenberg - Raalte,,3,,,
77601,KEOLIS,523,Zwolle Zuid - Heino,,3,,,
77602,KEOLIS,563,Wijhe - Raalte,,3,,,
77603,KEOLIS,568,Dalfsen - Ommen,,3,,,
77604,KEOLIS,590,Deventer - Nieuw-Heeten,,3,,,
77605,KEOLIS,591,Nieuwleusen  - Dalfsen,,3,,,
77606,KEOLIS,592,Meppel - IJhorst,,3,,,
77607,KEOLIS,597,Hardenberg - Beerzerveld,,3,,,
77608,KEOLIS,598,Bruchterveld - Hardenberg,,3,,,
77609,KEOLIS,599,Hardenberg - De Krim,,3,,,
77403,BRAVO:ARR,242,Hilvarenbeek via Diessen - Middelbeers,,3,,,
77401,BRAVO:ARR,238,Grave - Boxmeer,,3,,,
75753,RET,38,Station Schiedam - Cs - Crooswijk,,3,,,
74278,ARR,35,Unmanned Valley - Unmanned Valley.,,3,,,
77402,BRAVO:ARR,239,Oisterwijk via Cromvoirt - 's-Hertogenbosch,,3,,,
76432,CXX,593,Kats - Kortgene,,3,,,http://www.connexxion.nl/dienstregeling/lijn?ID=Z593
73442,QBUZZ,3,Crabbehof - Dordrecht CS - Oudelandshoek,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m003
73441,QBUZZ,2,Dubbeldam - Dordrecht CS - Nederhoven,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m002
73455,QBUZZ,75,Sliedrecht - Goudriaan - Meerkerk A27,,3,50af46,ffffff,http://qbuzz.nl/gd/lijn/m075
76710,RET,A,A lijn,,1,00b43f,ffffff,
76134,EBS,81,Hekelingen - Metro Centrum - De Elementen,,3,,,
76989,IFF:NS,Stopbus i.p.v. trein,Stopbus i.p.v. trein Driebergen-Zeist <-> Utrecht Centraal,,3,,,
76209,DELIJN,380,Geel - Dessel - Retie - Arendonk/Oud-Turnhout,,3,0099aa,000000,
76210,DELIJN,458,Poppel - Hoogstraten Scholen via Merksplas,,3,c5aa77,000000,
76211,DELIJN,58,Gent - Eeklo - Brugge,,3,229922,ffffff,
77610,GVB,36,Molenwijk - Buikslotermeerplein,,3,,,http://www.gvb.nl/lijn/bus/36
76213,DELIJN,456,Arendonk - Poppel via Eel Kerk,,3,991199,ffffff,
